Mixture	B.cells.naive	B.cells.memory	Plasma.cells	T.cells.CD8	T.cells.CD4.naive	T.cells.CD4.memory.resting	T.cells.CD4.memory.activated	T.cells.follicular.helper	T.cells.regulatory..Tregs.	T.cells.gamma.delta	NK.cells.resting	NK.cells.activated	Monocytes	Macrophages.M0	Macrophages.M1	Macrophages.M2	Dendritic.cells.resting	Dendritic.cells.activated	Mast.cells.resting	Mast.cells.activated	Eosinophils	Neutrophils	P-value	Correlation	RMSE
TCGA_D8_A143	0.0542425190711915	0	0.175166457896053	0.0703647967559436	0	0.172547288695319	0.0168483167593129	0.0737166529543703	0	0	0	0.0190159966769013	0	0.164570961075268	0.0793788236414514	0.124760682451152	0.0248543339911187	0	0.0245331700319187	0	0	0	9999	0.247012962352643	0.977352587970066
TCGA_B6_A400	0.00377727959725368	0	0	0.0050161916381642	0	0.0798445432494742	0.00970179062264174	0.0740728007801454	0.0339313600308994	0	0.0233265754593946	0	0	0.388064965272032	0.0506344184958545	0.0580645209167863	0.164442052831338	0.109123501106017	0	0	0	0	9999	0.558393473546622	0.828929146848132
TCGA_D8_A147	0.0400326178213065	0	0	0.0428367406567952	0	0.213313750656292	0	0.0868419372638319	0.0262512885684628	0.0149197557304337	0	0.0122525802943656	0	0.297783183019262	0.0778020396377984	0.126135558080568	0.000201604178830458	0.0369205482792625	0.0247083958127909	0	0	0	9999	0.396332985780034	0.921238558979888
TCGA_AQ_A04J	0.161750753937121	0	0.0661167590561338	0.0964059180601599	0	0.219831464784868	0.015556339131986	0.0423473663085602	0.0215335333678932	0	0	0.000972017984150374	0.00544828861758101	0.109384868343119	0.0769401419008977	0.0809233682871558	0.0321235863148221	0.031429064587073	0.0392365293184799	0	0	0	9999	0.389421940312419	0.920484353400012
TCGA_AC_A7VC	0.0120563587446826	0	0.0184524769140472	0	0	0.0842510650002129	0.0182574325270922	0.0258315431302603	0.0387166402713529	6.7622550366355e-05	0.0360858879228451	0	0.0180191617901383	0.491765151773732	0.0165870494595215	0.13440974474898	0.0946778382888252	0	0.00188409403450355	0.00893793284343897	0	0	9999	0.726424426812163	0.693355493726445
TCGA_D8_A27F	0.00792316394151121	0	0.00856312757378667	0	0	0.138543553281763	0	0.00878259779770942	0	0	0.00850004354504087	0	0	0.64858875807791	0.0356599755540995	0.1201445726353	0	0	0.0232942075928796	0	0	0	9999	0.501229677788853	0.899794989740515
TCGA_AO_A0J6	0	0.0181152749966641	0.0132090269950946	0.24128547718515	0	0	0	0.0784970858075722	0.0304755875622406	0	0.00831503245763076	0.0947971590221306	0	0.110068243442114	0.142020791924651	0.0797231721580051	0	0.155163858287933	0.0283292901608139	0	0	0	9999	0.501623057099759	0.865865747154875
TCGA_AR_A0TU	0	0	0	0.136827866226972	0	0	0.123356744732204	0.106379180026682	0.00221777648681911	0	0	0.0525344073612976	0	0.162617338296759	0.094902101496636	0.142330765985271	0.0364060450911684	0.110587945907071	0.0318398283891208	0	0	0	9999	0.373524638450902	0.931451590934704
TCGA_EW_A1P4	0.00154592075545194	0	0.0412811330655731	0.173759437328972	0	0.137498929216358	0.0197933295208468	0.0732817754827857	0.0414453923567467	0	0	0.127135043897996	0	0.0665111724745277	0.0903819708274041	0.0600264016453116	0.116018593319452	0.00139010296568765	0.0138661080994906	0.0133206589492805	0	0.0227440300941156	9999	0.376801224737081	0.928196465882214
TCGA_B6_A402	0.0344597572592664	0	0.0241994250953745	0.0306766908198294	0	0.0561176265125662	0	0.0193603717456123	0.0142843968027828	0	0.0287652320743422	0	0	0.616906071465594	0.0770689624188531	0.0862949550952743	0	0	0	0.0118665107105049	0	0	9999	0.352004242885939	1.00315003858233
TCGA_BH_A0B9	0.0142669728080508	0.00176318551804395	0.0182926707125293	0.19144379747932	0	0.0671103042000022	0.0421481533225173	0.106520929660177	0.0642497710270343	0.0220784097056738	0	0	0	0.143458047129211	0.124244919929559	0.0819427541559249	0.093743895108647	0	0.0287361892433093	0	0	0	9999	0.48580090140655	0.87539557015375
TCGA_A2_A0T2	0.00280992071013296	0	0.00461199740729145	0.119774590776518	0	0.0925716860656522	0.0265621987564616	0.122552267774734	0.0153614396572975	0	0	0.0610005688029	0.0018989049622005	0.212466113195663	0.112193350499424	0.198053450190817	0.0011549564270102	0	0.0277774685466069	0	0	0.00121108622729022	9999	0.180547302217466	1.02590848548121
TCGA_EW_A1PH	0.0466421535193121	0	0.0721089695555878	0.173468442108678	0	0.00545931862515906	0.065585586818391	0.117308122750171	0	0.0280613470990353	0	0	0	0.199369879939493	0.110480567264679	0.0689783203178085	0.0493032566351848	0.0317715986563368	0.0314624367101626	0	0	0	9999	0.187404112225428	1.00881685783468
TCGA_AO_A03U	0	7.43647053553093e-06	0.00395462771699386	0.0315085718956994	0	0.17199237261357	0	0.00920577574689188	0	0.0184633713602941	0	0.216668622206147	0.130076877859248	0	0.0407593774136816	0.21871910576276	0.0689414512535331	0	0.089702409700646	0	0	0	9999	0.214708085797188	1.01630210027696
TCGA_LL_A5YO	0.102443301272234	0	0.0597076273523615	0.101132976705282	0	0.161958864102395	0.0207473389076687	0.044255878536451	0.0471160152214744	0.0168256797344619	0	0.0202668213285209	0	0.175655183597804	0.109657608759123	0.067949481539105	0.0195676989443206	0	0.0527155239987973	0	0	0	9999	0.260158717295506	0.97522299281494
TCGA_AN_A0AR	0.0476041190119789	0	0	0.0315002067082384	0	0.229647838223825	0	0.0605944586309959	0.00427748766924375	0	0	0.0305262112406121	0	0.178691206546227	0.057228646069559	0.119725133651997	0.211644186316561	0	0.028560505930762	0	0	0	9999	0.111837355426364	1.04468266299632
TCGA_AR_A5QQ	0.0735759771362994	0	0.0818235628970112	0.0115625448839086	0	0.171637369647509	0.0744593116233932	0	0.0155254557302847	0.0509859562246125	0.0230551062027694	0	0	0.194829817619071	0.102423169399689	0.154642303165867	0.0430457882085119	0	0	0.00243363726107193	0	0	9999	0.447295757821429	0.893813584631791
TCGA_B6_A3ZX	0.16762373977482	0.0228132078887907	0.106782241286129	0.15795703270141	0	0.114913482179527	0.0103368672054252	0.167686984406644	0.0585155314296654	0.00202337030852312	0	0	0	0.0857909544696778	0.0437186275724632	0.0441038408572606	0	0.00276386768486629	0.0149702522347981	0	0	0	9999	0.531818662191314	0.863219336199564
TCGA_E2_A1LH	0.0431402619273814	0	0.045555442514655	0.0576978313853931	0	0.17237201756912	0.0130039718596181	0.0533554119580376	0	0.047723108958597	0	0.0387020202897435	0	0.213497686450141	0.161398193462491	0.103570250717496	0.00886119745221388	0	0.041122605455113	0	0	0	9999	0.453036409799338	0.891008720673394
TCGA_AO_A129	0.0440376297287095	0	0.101884511626258	0.0240164588913638	0	0.21069089756695	0.0212233648007152	0.110175953794474	0.0109936794024814	0.0477871997428855	0	0.0333283261712187	0	0.140128597906288	0.151431996880405	0.0900565296612727	0	0	0.014244853826979	0	0	0	9999	0.501532057000307	0.866921885035935
TCGA_GM_A2DF	0.020574732862479	0	0.193007191981853	0.062604389077096	0	0.0183189157810566	0.0111384847951243	0.0671516892047215	0.0156986956919961	0.0176942596526468	0	0	0	0.324190582666274	0.10030016422058	0.153359348042441	0	0	0.0159615460237322	0	0	0	9999	0.516356680962203	0.856101031752021
TCGA_AO_A1KR	0.00643782424459172	0	0.123040024513905	0.238862800233246	0	0.0219990488457664	0	0.132282636506312	0.0907626585676158	0	0.0223674103082884	0.0553072873956623	0.0197871605667175	0.0317429681635228	0.147332980009532	0.0471371732913534	7.79089828216895e-05	0.0251929806811108	0.0376691376895538	0	0	0	9999	0.118350893424848	1.04754290585344
TCGA_BH_A0WA	0.011520360299619	0	0.0029752357956515	0	0	0.124332356087833	0.016749786644334	0.0819972791729407	0.0207931436534664	0.0229428041312051	0	0.00529483289703111	0	0.373525714043485	0.162980555039264	0.127743905950716	0.00731675019791855	0	0.0418272760865363	0	0	0	9999	0.546481211270872	0.837096583473542
TCGA_A7_A0DA	0	0.00630147994545515	0	0	0	0.149652167025367	0	0.037826610828882	0.0391637575506862	0	0	0.0378300487109873	0	0.428763850411325	0.0714045914076819	0.194704542640487	0	0.016529344793551	0.0178236066855771	0	0	0	9999	0.345081670157648	0.971379617236242
TCGA_E2_A14X	0.0431175264655586	0.00835800331121534	0.253491227285727	0.0955634875126974	0	0.130843031391079	0.00552258575014179	0.119704158965662	0	0.0465138545589697	0	0.0362927925384825	0	0.0791334172575599	0.0698013147458942	0.0670070101225197	0.0122395523633193	0	0.0324120377311737	0	0	0	9999	0.208219474766208	0.988701947814237
TCGA_S3_AA10	0.0162377541668144	0	0.0803747208576868	0.137096365851391	0	0.0587749801298583	0.0481353842503348	0.116068453367508	0.060302571725946	0	0	0.057197106997257	0	0.185845433841814	0.15063294859049	0.0599806659706285	0	0.000285483482588891	0.0290681307676828	0	0	0	9999	0.407535453595234	0.913347745239865
TCGA_BH_A1F6	0.0073926145438385	0	0.107054778987523	0.121208810490032	0	0.0578700892147957	0.0425701796397509	0.0443595064673075	0.0253794666497093	0	0	0.0220615700300941	0.00348747786803706	0.256455489571681	0.08423686059103	0.188605559417653	0	0	0.0265772381474178	0	0	0.0127403583811305	9999	0.398112051399448	0.918471757475229
TCGA_GM_A2DB	0.0800440461652369	0	0	0	0	0.200198222483219	0.0299145714830774	0.0254258218604368	0	0	0.0729120206563454	0	0	0.308868624286206	0.173717130815227	0.0720084802141349	0.0131271328666176	0	0.0237839491694987	0	0	0	9999	0.536322676396083	0.843223138331568
TCGA_GI_A2C9	0	0	0	0	0	0.130822708033118	0	0.0989060982352149	0.00357096989024457	0.0180347757968827	0	0	0	0.288202903622006	0.0274558694665518	0.191563882869596	0.104341543609612	0.0670031303239439	0.0700981181528303	0	0	0	9999	0.350353155618632	0.948908756367677
TCGA_AR_A256	0.0463766223928478	0	0	0.0259665737618785	0	0.0756755122687395	0	0.113118754095318	0.0170992547377943	0	0	0	0	0.330475672133234	0.0662791058471265	0.107111721464211	0.0747789573122656	0.128385773026617	0.0147320529599684	0	0	0	9999	0.447422739698465	0.89760788309657
TCGA_AN_A0AL	0.107182881436209	0	0.145044872966333	0	0	0.138825687442484	0	0.0487320490598691	0.0235187643484561	0	0.0189572531152113	0.0110870037273059	0.00361348708103717	0.257042723290221	0.0954404183766934	0.114481364138134	0	0.0248972359944519	0.0111762590235943	0	0	0	9999	0.461462578410389	0.886727299894769
TCGA_GM_A2DH	0.0234927465589865	0	0	0.0844411505204447	0	0.280616655982104	0.0165904945644094	0.121734557189564	0.0489673428716337	0.03914540721531	0	0.0220981060900995	0	0.130539416650232	0.108393679738842	0.0607199434847071	0.0220417480703651	0.00135166495662688	0.0398670861066752	0	0	0	9999	0.47216649781218	0.88183984570103
TCGA_EW_A1P8	0.0138110167503828	0	0	0.03143155823694	0	0.170783139851152	0.00901777996381278	0.0621133384610794	0.0232820654601737	0.00419661656869015	0.00532275963865383	0	0	0.169196564556877	0.0303569865860484	0.268175514852738	0.0912227640967763	0	0	0.115581584468905	0.00166755029149748	0.00384076021627282	9999	0.392925249131251	0.92267085203324
TCGA_E2_A1LS	0	0.0175856362165884	0	0.255497354065326	0	0.243370435655195	0	0.131079172687389	0.00528087914783498	0	0	0	0.0477028791566249	0.0706493553138185	0.14728541882948	0	0.0195057341522068	0	0.0470786825712887	0	0.0149644522042481	0	9999	0.0441847516199608	1.08392255777776
TCGA_A2_A0D0	0.0587073576277135	0	0	0.166926601781	0	0.0953779014936177	0.0401473935912258	0.0740447237242634	0.0131468073588087	0	0.0262599254204618	0.0236816712913983	0	0.261337702562463	0.0896761585408043	0.0986716519870182	0.047315988266604	0	0.00470611635462119	0	0	0	9999	0.270757912132522	0.981097288842509
TCGA_C8_A1HJ	0.0362575442488982	0	0.0413861422061979	0.0739747774982154	0	0.142826706050155	0.0186551629638827	0.157637425118547	0	0.0731846639173481	0	0.00360145899888231	0	0.119113611355245	0.17172030538575	0.0777294020364122	0	0.0485330908664047	0.0327567474874402	0	0.00262296186662143	0	9999	0.293379121058505	0.97135187585985
TCGA_A2_A04U	0.06480441171123	0	0.107862388800061	0.0641284595274447	0	0.0399053128710682	0.00290465090406283	0.0568903008212911	0.0302232018473082	0	0	0.0180117946867278	0	0.402616450926981	0.0185679593570149	0.154740660247029	0	0.0112535992362551	0.0280908090635259	0	0	0	9999	0.281363270736389	0.99040186067091
TCGA_HN_A2NL	0.0319506278740799	0	0.0892435553213458	0.103829302858347	0	0.113749092941052	0	0.0888003997435046	0.0235024343554168	0.0495498487582755	0	0.0344733155557843	0	0.20131616704499	0.114280899742292	0.141583144604072	0	0	0.00772121120083994	0	0	0	9999	0.475368242793122	0.879487643786441
TCGA_A2_A0D2	0.0209197094200299	0	0.0136756866922991	0.127543554059773	0	0.0935641615489969	0.0535222309335465	0.0438591545852407	0.00991926324759567	0.0250728473602797	0	0	0	0.331965109042131	0.143072202052019	0.105042218446844	0.0115401220283458	0	0.0203037405828988	0	0	0	9999	0.542518551479957	0.839310528580648
TCGA_A7_A4SE	0.011847417045629	0	0.00916970522023636	0	0	0.104188684048357	0	0.102274841119607	0.00317704306923352	0.010203354892351	0.0162471461148664	0	0	0.431550090519835	0.15951750380485	0.120111029901124	0	0	0.0317131842639121	0	0	0	9999	0.559070056607181	0.829920302855942
TCGA_AN_A0XU	0.0157623373434161	0	0.0964864195621926	0.0893853541242763	0	0.105293960907715	0	0.0462346385360566	0.00389088693910141	0	0	0.102372070219891	0	0.262299558695766	0.103392167894267	0.102407286464338	0.0258106985300397	0	0.0466646207829417	0	0	0	9999	0.442867232695331	0.896173587711962
TCGA_C8_A26X	0.013426412498615	0	0.161945835845169	0.0180427736432668	0	0.105313615478817	0.0308046218269315	0.0475608982609236	0.00674590564542182	0.0327702283136362	0	0.0271128020170947	0	0.262646707165697	0.110702407451333	0.122097254224133	0.0072274974053894	0	0.0536030402235721	0	0	0	9999	0.530613510072377	0.850888968431328
TCGA_AO_A0J4	0.129771257807493	0	0.0656005806167173	0.0545440236601929	0	0.193582431710454	0.00732119513877337	0.0781904920421666	0.042196093945165	0.00355592763958047	0	0.00193708523788519	0	0.185337705370772	0.135394771087011	0.0696754345753735	0.00483912888458723	0	0.0280538722838286	0	0	0	9999	0.429717019172604	0.902147539282638
